BOLETANUM,ARTICULO,CANTIDAD,COSTO,FECHAENTRA,FECHAVENTA,VALORVENTA,INTERESES,VENDIDO,COMPRADO,GRAMOS,IVA,NUMFAC
 27798,ANILLO PD.P.ROSADA.,,80000,2011-09-08,,,,False,False,2.4,,
 27799,ANILLO PD.P.VARIAS (TORCIDO).,,130000,2011-09-08,,,,False,False,3.7,,
 27808,ANILLO PD.P.VERDES Y BLANCAS.,,130000,2011-09-08,,,,False,False,2.6,,
 27830,PULSERA CON DIJE Y ANILO PD.P.VARIAS (DE GRADO).,,420000,2011-09-08,,,,False,False,9.8,,
 27835,TRES ANILLOS PD.P.VARIAS Y TRES ARETES.,,300000,2011-09-08,,,,False,False,8.2,,
 27836,ANILLO PH.,,400000,2011-09-08,,,,False,False,8.6,,
 27847,"ANILLO PD.P.BLANCAS,FALTA PIEDRA Y ROTO.",,100000,2011-09-08,,,,False,False,2.3,,
 27886,CADENA REVENTADA CON DIJE.ANILLO PD.P.AZUL (AVERIADO).UN PAR DE CANDONGAS Y PULSERA (DE 14K.).,,250000,2011-09-08,,,,False,False,9.2,,
 27900,CAJA DE HERRAMIENTA EASTMAN DE 24 PIEZAS EN ESTUCHE.,,60000,2011-09-08,2011-11-15,60000,90000,True,False,0.0,,
 27902,ANILLO PH.P.BLANCAS.,,90000,2011-09-08,,,,False,False,1.9,,
 27907,ANILLO PD.P.CIRCON (INCOMPLETO Y TORCIDO).,,20000,2011-09-08,,,,False,False,1.3,,
 27908,ANILLO PD.P.CIRCON Y DIJES (ESTRELLA).,,120000,2011-09-08,,,,False,False,2.7,,
 27915,ANILLO PH.P.NEGRA.,,350000,2011-09-08,,,,False,False,6.6,,
 27919,CADENA CON DIJE (B).EN ORO DE 14K.,,300000,2011-09-08,,,,False,False,8.7,,
 27923,CADENA CON DIJE Y ANILLO PEQUE¥O.,,60000,2011-09-08,,,,False,False,2.6,,
 27937,ANILLO PD.P.VARIAS.,,30000,2011-09-08,,,,False,False,1.1,,
 27944,ANILLO PH.P.VERDES.,,200000,2011-09-08,,,,False,False,4.3,,
 27962,ANILLO PD.P.VERDE (TORCIDO).,,100000,2011-09-08,,,,False,False,3.1,,
 27993,CADENA SOLA. (REVENTADA).,,200000,2011-09-08,,,,False,False,3.6,,
 27994,ANILLO PD.P.VARIAS.,,300000,2011-09-08,,,,False,False,5.5,,
 28001,CADENA SOLA (REVENTADA).,,200000,2011-09-08,,,,False,False,4.0,,
 28009,"CMARA SAMSUNG ES70,CON CARGADOR Y ESTUCHE,USADO.",,100000,2011-09-08,2011-10-05,100000,50000,True,False,0.0,,
 28015,"CADENA SOLA, ORO BAJO.",,30000,2011-09-08,,,,False,False,1.5,,
 28016,TRES ANILOS PD.P.VARIAS.,,200000,2011-09-08,,,,False,False,8.7,,
 28028,ARO CON BOLAS EN TRES OROS.,,400000,2011-09-08,,,,False,False,8.5,,
 28053,CADENA SOLA.,,200000,2011-09-08,,,,False,False,5.3,,
 28055,CADENA CON DOS DIJES.,,1400000,2011-09-08,,,,False,False,25.6,,
 28071,TRES ANILLOS PD.P.VARIAS.,,150000,2011-09-08,,,,False,False,6.3,,
 28090,CADENA CON DOS DIJES.,,80000,2011-09-08,,,,False,False,2.5,,
 28102,ARGOLLA LISA Y ANILLO PD.P.BLANCAS.,,150000,2011-09-08,,,,False,False,3.2,,
 28106,ARGOLLA GRAFILADA (ELIZABETH CASTRO).,,100000,2011-09-08,,,,False,False,2.6,,
 28158,ANILLO PH.P.VERDE.,,200000,2011-09-08,,,,False,False,6.4,,
 28170,PULSERA SOLA (REVENTADA).,,250000,2011-09-08,,,,False,False,4.9,,
 28187,PULSERA Y ANILLO PD.P.VARIAS.,,350000,2011-09-08,,,,False,False,9.3,,
 28190,ANILLO PD.P.NEGRA (DE GRADO).,,170000,2011-09-08,,,,False,False,4.8,,
 28191,"RELOJ PH.ORIENT TABLERO NEGRO,MANILLA METALICA,MICA RAYADA,USADO.",,40000,2011-09-08,2012-05-16,40000,0,True,False,0.0,,
 28207,ANILLO PD.CAMAFEO.,,100000,2011-09-08,,,,False,False,5.0,,
 28208,ARGOLLA LISA (GLORIA MARLEN OTALORA).,,300000,2011-09-08,,,,False,False,6.2,,
 28221,PULSERA Y ANILLO PD.P.VARIAS.,,450000,2011-09-08,,,,False,False,11.8,,
 28226,ANILLO PH.P.VARIAS.,,350000,2011-09-08,,,,False,False,7.7,,
 28238,UN PAR DE ARGOLLAS LISAS.,,300000,2011-09-08,,,,False,False,7.2,,
 28239,PULSERA Y ARGOLLA LISA.,,250000,2011-09-08,,,,False,False,7.3,,
 28245,CADENA SOLA.,,150000,2011-09-08,,,,False,False,11.6,,
 28247,ANILLO PH.P.VERDES (BUHO).,,300000,2011-09-08,,,,False,False,6.2,,
 28249,ANILLO PD.P.BLANCAS Y VERDE.,,110000,2011-09-08,,,,False,False,5.2,,
 28250,ANILLO PD.P.BLANCAS.,,100000,2011-09-08,,,,False,False,2.3,,
 28255,UN PAR DE ARGOLLAS GRAFILADAS (LILLIANA LOPEZ Y SMITH MONTEALEGRE).,,170000,2011-09-08,,,,False,False,6.0,,
 28258,CADENA CON DIJE.,,250000,2011-09-08,,,,False,False,5.5,,
 28281,CADENA SOLA.,,70000,2011-09-08,,,,False,False,1.5,,
 28316,ARGOLLA BISELADA (SANDRA Y FRANCISCO).,,150000,2011-09-08,,,,False,False,3.6,,
 28319,ARGOLLA GRAFILADA.,,120000,2011-09-08,,,,False,False,3.0,,
 28320,ARGOLLA GRAFILADA.,,80000,2011-09-08,,,,False,False,2.3,,
 28325,CADENA CON DOS DIJES.,,80000,2011-09-08,,,,False,False,2.3,,
 28330,CADENA CON DIJE (CRISTO).,,300000,2011-09-08,,,,False,False,7.0,,
 28337,ARGOLLA GRAFILADA (JAZMIN BARRETO).,,80000,2011-09-08,,,,False,False,2.2,,
 28339,ORO CHATARRA.,,150000,2011-09-08,,,,False,False,7.6,,
 28346,CADENA CON DIJE.,,100000,2011-09-08,,,,False,False,2.8,,
 28355,ANILLO PD.P.ROJAS (TORCIDO).,,50000,2011-09-08,,,,False,False,1.5,,
 28362,ANILLO PD.P.NEGRA PEQUE¥O.,,30000,2011-09-08,,,,False,False,1.7,,
 28371,ANILLO PH.P.DE GRADO.,,300000,2011-09-08,,,,False,False,5.9,,
 28372,PULSERA SOLA.,,400000,2011-09-08,,,,False,False,8.6,,
 28373,PULSERA CON SIETE DIJES FIJOS.,,100000,2011-09-08,,,,False,False,4.0,,
 28389,TRES ANILLOS PD.P.VARIAS (ROTOS).,,240000,2011-09-08,,,,False,False,5.4,,
 28395,CATORCE ANILLOS PD.P.VARIAS Y AVERIADOS.UN PAR DE ARGOLLAS LISAS DIFERENTES.CADENA CON CUATRO DIJES Y TRES PULSERAS  (UNA REVENTADA).,,3000000,2011-09-08,,,,False,False,60.4,,
 28397,ANILLO PD.P.VARIAS (BUHO).,,120000,2011-09-08,,,,False,False,2.7,,
 28398,PULSERA CON SIETE DIJES Y SEIS ANILLOS PD.P.VARIAS.,,300000,2011-09-08,,,,False,False,14.5,,
 28402,CADENA CON DIJE.,,220000,2011-09-08,,,,False,False,4.8,,
 28426,CADENA SOLA.,,80000,2011-09-08,,,,False,False,1.9,,
 28428,CADENA CON DIJE.,,50000,2011-09-08,,,,False,False,1.3,,
 28010,DOS ANILLOS PD.P.VARIAS.,,300000,2011-12-28,,,,False,False,5.4,,
 28414,TRES CANDONGAS.ANILLO PD.SIN PIEDRA CENTRAL.PULSERA Y CADENA.,,700000,2011-12-28,,,,False,False,17.0,,
 28455,CADENA SOLA.,,40000,2011-12-28,,,,False,False,2.4,,
 28459,ANILLO PD.(CABALLOS).,,400000,2011-12-28,,,,False,False,7.3,,
 28461,CADENA CON DOS DIJES Y ANILLO PH.P.NEGRA (AVERIADO).,,350000,2011-12-28,,,,False,False,10.4,,
 28462,CADENA SOLA.,,100000,2011-12-28,,,,False,False,2.3,,
 28492,DIJE (PLACA RH).,,120000,2011-12-28,,,,False,False,3.0,,
 28498,ARGOLLA EN DOS OROS Y ANILLO PH.P.VARIAS.,,500000,2011-12-28,,,,False,False,13.7,,
 28502,UN PAR DE ARGOLLAS GRAFILADAS (CARLOS Y JUDITH).,,300000,2011-12-28,,,,False,False,6.8,,
 28503,ANILLO PD.P.AZUL.,,300000,2011-12-28,,,,False,False,5.8,,
 28505,"RELOJ PH.SWATCH TABLERO NEGRO,MANILLA METALICA,USADO.",,80000,2011-12-28,2012-01-02,80000,20000,True,False,0.0,,
 28525,DIJE (SOL).,,30000,2011-12-28,,,,False,False,1.1,,
 28533,CADENA SOLA.,,40000,2011-12-28,,,,False,False,1.0,,
 28534,DIJE.,,20000,2011-12-28,,,,False,False,1.2,,
 28547,ANLLO PD.P.BLANCAS (FALTA PIEDRA).,,40000,2011-12-28,,,,False,False,1.0,,
 28549,ARGOLLA EN DOS OROS.,,200000,2011-12-28,,,,False,False,6.6,,
 28557,DOS ANILLOS PD.P.VARIAS.,,400000,2011-12-28,,,,False,False,10.6,,
 28561,ANILLO PD.P.BLANCAS.,,250000,2011-12-28,,,,False,False,4.7,,
 28571,"RELOJ PH.SANDOZ TABLERO AMARILLO,MANILLA AVERIADA,USADO.",,50000,2011-12-28,2012-01-20,50000,30000,True,False,0.0,,
 28585,"RELOJ PH.SWATCH TABLERO Y MANILLA GRIS,USADO.",,100000,2011-12-28,2012-01-11,100000,10000,True,False,0.0,,
 28596,ANILLO PD.P.CIRCON0.,,80000,2011-12-28,,,,False,False,2.8,,
 28600,"RELOJ PH.CASIO, TABLERO NEGRO,MANILLA METALICA,USADO.",,100000,2011-12-28,2012-01-13,100000,10000,True,False,0.0,,
 28601,"RELOJ PH.D.MARIO TABLERO BLANCO,MANILLA METALICA,USADO.",,60000,2011-12-28,2012-03-31,60000,20000,True,False,0.0,,
 28612,ANILLO PD.CAMAFEO.,,90000,2011-12-28,,,,False,False,2.8,,
 28642,DOS ANILLOS PD.P.VARIAS.,,600000,2011-12-28,,,,False,False,11.1,,
 28648,CADENA CON DOS DIJES.,,250000,2011-12-28,,,,False,False,5.3,,
 28650,CADENA SOLA.,,600000,2011-12-28,,,,False,False,11.1,,
 28652,ANILLO PD.P.VERDE YBLANCAS.,,120000,2011-12-28,,,,False,False,2.9,,
 28662,ANILLO PEQUE¥O P.NEGRA.,,70000,2011-12-28,,,,False,False,1.6,,
 28670,CUATRO ANILLOS PD.P.VARIAS.,,550000,2011-12-28,,,,False,False,11.5,,
 28691,ANILLO PD.P.BLANCAS (FANNY MERCHAN).,,300000,2011-12-28,,,,False,False,6.1,,
 28696,"RELOJ PH.CASIO TABLERO AZUL,MANILLA AZUL,USADO.",,30000,2011-12-28,2012-02-20,30000,20000,True,False,0.0,,
 28701,PARTE DE ORO BAJO CON P.BLANCAS.,,30000,2011-12-28,,,,False,False,1.3,,
 28704,ANILLO PH.P.BLANCAS Y ROJA.,,400000,2011-12-28,,,,False,False,10.9,,
 28707,ARGOLLA GRAFILADA Y ANILLO PD.P.ROSADA.,,180000,2011-12-28,,,,False,False,3.7,,
 28710,TRES ANILLOS PD.P.BLANCAS.,,900000,2011-12-28,,,,False,False,18.3,,
 28713,ANILLO PD.P.BLANCAS.,,60000,2011-12-28,,,,False,False,3.5,,
 28717,ESCLAVA SOLA.,,50000,2011-12-28,,,,False,False,1.6,,
 28723,DIJE (CRISTO).,,30000,2011-12-28,,,,False,False,0.7,,
 28734,CADENA SOLA (REAZA AVAERIADA).,,50000,2011-12-28,,,,False,False,2.7,,
 28767,CADENA SOLA.,,600000,2011-12-28,,,,False,False,11.1,,
 28779,UN PAR DE ARGOLLAS GRAFILADAS (JOHANA Y EDINSON).,,250000,2011-12-28,,,,False,False,5.3,,
 28783,ANILLO PH.P.NEGRA (DE GRADO).,,250000,2011-12-28,,,,False,False,9.3,,
 28795,DOS ANILLOS PD.P.VARIAS (UNO TORCIDO Y OTRO DE GRADO).,,120000,2011-12-28,,,,False,False,5.4,,
 28798,"CADENA CON DIJE, )HUECO).",,150000,2011-12-28,,,,False,False,3.6,,
 28801,+UNA CADENA ROTA INCOMPLETA,,50000,2011-12-28,,,,False,False,1.3,,
 28808,+UNA PULSERA SOLA.ROTA,,500000,2011-12-28,,,,False,False,11.3,,
 28824,+CINCO ANILLOS PD.P.CIRCONES,,1000000,2011-12-28,,,,False,False,21.6,,
 28828,ANILLO PD.P.CIRCONES.ORO BAJO,,40000,2011-12-28,,,,False,False,1.6,,
 28837,UN PAR DE ARETES P.CIRCONES.ORO BAJO,,20000,2011-12-28,,,,False,False,0.7,,
 28839,DOS DIJES P.CIRCONES.,,100000,2011-12-28,,,,False,False,5.9,,
 28844,RELOJ PH MIDO COMANDER.MICA RAYADA.MANILLA CAMBIADA,,60000,2011-12-28,2012-04-12,60000,10000,True,False,0.0,,
 28845,UN PAR DE CANDONGAS (EN TRES OROS) USADAS,,450000,2011-12-28,,,,False,False,7.8,,
 28850,UN ARETE USADO,,100000,2011-12-28,,,,False,False,1.9,,
 28855,UN ANILLO PH.(DOS OROS),,200000,2011-12-28,,,,False,False,5.1,,
 28871,"RELOJ PH D,MARIO N-NE7110 MICA RAYADA.PELADO.TABLERO BLANCO USADO",,40000,2011-12-28,2012-01-19,40000,10000,True,False,0.0,,
 28881,UNA PULSERA SOLA.MANCHADA,,70000,2011-12-28,,,,False,False,1.3,,
 28883,ANILLO PD.P.NEGRA,,60000,2011-12-28,,,,False,False,1.7,,
 28886,CAMARA DIGITAL KODAK DE 14MP.MD-M531 N-112522.MEMORIA DE 2GB.CARGADOR.BATERIA.ESTUCHE USADA,,120000,2011-12-28,2012-01-02,120000,50000,True,False,0.0,,
 28909,UNA CADENA SOLA,,800000,2011-12-28,,,,False,False,14.2,,
 28911,UN ANILLO PD.P.CIRCONES,,60000,2011-12-28,,,,False,False,1.3,,
 28913,UN DIJE P.CIRCON (CHATARRA),,310000,2011-12-28,,,,False,False,5.6,,
 28920,DIJE,,50000,2011-12-28,,,,False,False,1.0,,
 28926,UN ANILLO PH.P.CIRCON,,200000,2011-12-28,,,,False,False,4.2,,
 28933,UNA CADENA (PLATA),,20000,2011-12-28,,,,False,False,27.3,,
 28935,UNA ARGOLLA (CLEMENCIA),,120000,2011-12-28,,,,False,False,3.3,,
 28938,RELOJ PH MICHELE TABLERO BLANCO USADO,,50000,2011-12-28,2012-01-16,50000,10000,True,False,0.0,,
 28942,UNA PULSERA SOLA,,700000,2011-12-28,,,,False,False,17.6,,
 28943,UNA CADENA CON DIJE.,,230000,2011-12-28,,,,False,False,4.9,,
 28954,UNA PULSERA SOLA,,380000,2011-12-28,,,,False,False,6.7,,
 28959,UNA ARGOLLA,,120000,2011-12-28,,,,False,False,2.8,,
 28960,CADENA CON CRISTO SUMIDO USADA,,1000000,2011-12-28,,,,False,False,20.7,,
 28969,TRES ANILLOS PD.P.VARIAS.ORO BAJO,,100000,2011-12-28,,,,False,False,3.5,,
 28970,CADENA CON DIJE ORO BAJO,,150000,2011-12-28,,,,False,False,8.0,,
 28977,CADENA CON DIJE.ANILLO PD.,,280000,2011-12-28,,,,False,False,4.8,,
 28981,PRENDEDOR ORO BAJO,,20000,2011-12-28,,,,False,False,2.0,,
 28989,ANILLO PD.P.CIRCONES,,150000,2011-12-28,,,,False,False,3.1,,
 29012,ANILLO PH.P.NEGRA,,150000,2011-12-28,,,,False,False,3.2,,
 29014,ANILLO PD.,,290000,2011-12-28,,,,False,False,5.2,,
 29020,ANILLO PD.ORO BAJO,,20000,2011-12-28,,,,False,False,2.1,,
 29029,DOS CADENAS (PLATA),,20000,2011-12-28,,,,False,False,35.8,,
 29034,ARGOLLA (MARIBEL),,200000,2011-12-28,,,,False,False,3.6,,
 29049,ARGOLLA (YULI),,300000,2011-12-28,,,,False,False,6.2,,
 29050,ANILLO PD.P.CIRCON (ORO BAJO),,40000,2011-12-28,,,,False,False,3.2,,
 29051,PULSERA (PLATA ROTA),,20000,2011-12-28,,,,False,False,26.7,,
 29052,ARGOLLA (J.IVAN),,170000,2011-12-28,,,,False,False,3.3,,
 29053,RELOJ PH SWATCH MD-AG2007 TABLERO NEGRO.MANILLA METALICA.MICA RAYADA,,80000,2011-12-28,2012-01-16,80000,40000,True,False,0.0,,
 29054,ANILLO PD.,,100000,2011-12-28,,,,False,False,2.0,,
 29057,UN PAR DE CANDONGAS P.BLANCAS,,100000,2011-12-28,,,,False,False,6.0,,
 29065,CAMARA GENERAL DE 10.1MP MEMORIA DE 16B.CABLE.BATERIAS USADA ESTUCHE,,50000,2011-12-28,2012-01-02,50000,30000,True,False,0.0,,
 29069,ANILLO PD.P.NEGRA USADO,,40000,2011-12-28,,,,False,False,1.3,,
 29070,ANILLO PH (DE GRADO),,80000,2011-12-28,,,,False,False,4.5,,
 29079,UN PAR DE CANDONGAS,,120000,2011-12-28,,,,False,False,2.2,,
 29081,CADENA CON 2 DIJES,,50000,2011-12-28,,,,False,False,2.3,,
 29088,CADENA CON DIJE (ROTA INCOMPLETO),,450000,2011-12-28,,,,False,False,7.9,,
 29091,ANILLO PD.P.BLANCAS (NUDO DEL AMOR),,120000,2011-12-28,,,,False,False,2.6,,
 29094,TRES DIJES USADOS,,360000,2011-12-28,,,,False,False,6.4,,
 29097,PULSERA.ARGOLLA,,900000,2011-12-28,,,,False,False,16.3,,
 29105,ANILLO PH.P.VERDE ROTO,,200000,2011-12-28,,,,False,False,11.3,,
 29108,DOS ARGOLLAS (FRANCISCO.ELIZABETH),,230000,2011-12-28,,,,False,False,4.8,,
 29109,DIJE P.CIRCON,,120000,2011-12-28,,,,False,False,2.4,,
 29117,CADENA (PLATA),,15000,2011-12-28,,,,False,False,12.0,,
 29128,DOS PRENDEDORES.ANILLO PD.DOS PARES DE ARETES.P.VARIAS,,850000,2011-12-28,,,,False,False,16.7,,
 29134,ANILLO PD.P.VERDES,,100000,2011-12-28,,,,False,False,3.3,,
 29145,ANILLO PD.P.VERDES,,80000,2011-12-28,,,,False,False,2.1,,
 29157,RELOJ PH DIMARIO TABLERO BLANCO MICA RAYADA ESTUCHE USADO,,50000,2011-12-28,2012-02-03,50000,20000,True,False,0.0,,
 29160,ANILLO PD.P.VERDES,,65000,2011-12-28,,,,False,False,1.2,,
 29162,RELOJ PD ORIENT TABLERO GRIS.MICA RAYADA USADO,,50000,2011-12-28,2012-01-17,50000,10000,True,False,0.0,,
 29174,ANILLO PH.P.VERDES ORO BAJO,,80000,2011-12-28,,,,False,False,3.6,,
 29185,DOS ANILLOS PD.P.CIRCONES (UNO ORO BAJO),,150000,2011-12-28,,,,False,False,4.5,,
 29190,ANILLO PD.P.CIRCON (ORO BAJO),,15000,2011-12-28,,,,False,False,0.9,,
 29208,CADENA.ANILLO PD.P.CIRCONES.FALTA PIEDRA,,205000,2012-05-18,,,,False,False,3.6,,
 29214,RELOJ PH CASIO TABLERO NEGRO.MANILLA METALICA USADO,,50000,2012-05-18,2013-05-16,50000,10000,True,False,0.0,,
 29224,PULSERA SOLA USADA,,300000,2012-05-18,,,,False,False,5.7,,
 29229,CADENA CON DIJE P.VERDE,,90000,2012-05-18,,,,False,False,1.6,,
 29237,ANILLO PD.P.NEGRA,,100000,2012-05-18,,,,False,False,2.3,,
 29243,UN PAR DE ARETES USADOS,,110000,2012-05-18,,,,False,False,2.0,,
 29256,GAFAS EMANUEL UNGARO EN ESTUCHE USADAS RAYADAS,,50000,2012-05-18,2012-05-31,50000,20000,True,False,0.0,,
 29261,ARGOLLA MANCHADA,,300000,2012-05-18,,,,False,False,5.5,,
 29266,ANILLO PD.P.CIRCON,,40000,2012-05-18,,,,False,False,1.3,,
 29275,ARGOLLA ORO BAJO MANCHADA RAYADA,,100000,2012-05-18,,,,False,False,3.6,,
 29287,DOS ANILLOS PD.P.CIRCONES,,150000,2012-05-18,,,,False,False,3.1,,
 29292,PULSERA CON DIJE P.CIRCON,,150000,2012-05-18,,,,False,False,3.2,,
 29297,CADENA SOLA,,350000,2012-05-18,,,,False,False,6.9,,
 29307,DOS ANILLOS PD.P.CIRCONES,,450000,2012-05-18,,,,False,False,8.1,,
 29313,CADENA CON DIJE P.VERDES,,150000,2012-05-18,,,,False,False,4.5,,
 29345,ARGOLLA.ANILLO PD.P.CIRCONES,,550000,2012-05-18,,,,False,False,9.6,,
 29347,ORO CHATARRA,,130000,2012-05-18,,,,False,False,3.3,,
 29356,ANILLO PD.P.NEGRA,,20000,2012-05-18,,,,False,False,0.8,,
 29359,DOS ARGOLLAS USADAS,,450000,2012-05-18,,,,False,False,7.8,,
 29370,CADENA SOLA,,215000,2012-05-18,,,,False,False,3.6,,
 29376,CADENA CON DIJE (ESTUCHE),,300000,2012-05-18,,,,False,False,5.1,,
 29391,PULSERA CON 6 DIJES FIJOS,,460000,2012-05-18,,,,False,False,7.7,,
 29395,ARGOLLA GRAFILADA P.CIRCON RAYADA,,150000,2012-05-18,,,,False,False,3.4,,
 29401,ANILLO PD.USADO,,250000,2012-05-18,,,,False,False,5.3,,
 29428,RELOJ PH CASIO TABLERO BLANCO USADO,,20000,2012-05-18,2012-06-27,20000,2000,True,False,0.0,,
 29435,ARGOLLA USADA,,160000,2012-05-18,,,,False,False,3.4,,
 29448,CANDONGA ROTA,,60000,2012-05-18,,,,False,False,1.1,,
 29465,DOS DIJES (UNO LAMINADO),,90000,2012-05-18,,,,False,False,2.4,,
 29479,CADENA CON 3 DIJES (LAMINADOS),,100000,2012-05-18,,,,False,False,2.4,,
 29488,ANILLO PD.P.CIRCON,,100000,2012-05-18,,,,False,False,2.4,,
 29495,UN DIJE.RELOJ PD DIMARIO USADOS,,100000,2012-05-18,,,,False,False,1.8,,
 29503,CADENA CON DIJE (LAMINADO),,130000,2012-05-18,,,,False,False,2.9,,
 29517,UN PAR DE ARETES P.VERDES (METAL BLANCO),,100000,2012-05-18,,,,False,False,2.4,,
 29523,CADENA Y PULSERA DE PLATA,,50000,2012-05-18,,,,False,False,49.7,,
 29525,PULSERA.ANILLO PD.P.CIRCONES,,350000,2012-05-18,,,,False,False,10.1,,
 29540,ANILLO PD.P.ROSADA (DE GRADO),,200000,2012-05-18,,,,False,False,5.5,,
 29541,RELOJ PH MIDO COMANDER TABLERO GRIS MANILLA METALICA USADO,,200000,2012-05-18,2012-09-13,200000,50000,True,False,0.0,,
 29546,ANILLO PD.P.BLANCA ORO BAJO,,85000,2012-05-18,,,,False,False,2.7,,
 29548,RELOJ PH CASIO N-2068 USADO,,60000,2012-05-18,2013-03-02,60000,10000,True,False,0.0,,
 29550,ARGOLLA GRAFILADA (BLANCA CECILIA RINCON),,150000,2012-05-18,,,,False,False,4.7,,
 29561,UN PAR DE ARETES P.NEGRAS USADOS,,30000,2012-05-18,,,,False,False,0.8,,
 29574,RELOJ PH SEIKO TABLERO BLANCO N-11463 MANILLA EN CUERO USADO,,60000,2012-05-18,2015-12-15,60000,10000,True,False,0.0,,
 29587,RADIO RELOJ SONY MD-ICF-C218 EN CAJA USADO,,30000,2012-05-18,2012-07-03,30000,15000,True,False,0.0,,
 29602,DOS ARGOLLAS LISAS.RELOJ PH BULOVA TABLERO BLANCO MANILLA METALICA,,670000,2012-05-18,,,,False,False,8.9,,
 29611,PULSERA Y ARGOLLA,,630000,2012-05-18,,,,False,False,9.7,,
 29676,CADENA CON DIJE,,80000,2012-05-18,,,,False,False,1.4,,
 29682,TRES CADENAS.ARETES 1 PAR P.CIRCONES.,,500000,2012-05-18,,,,False,False,8.4,,
 29684,DOS CADENAS CON 2 DIJES ROTAS,,1100000,2012-05-18,,,,False,False,16.0,,
 29693,DOS PARES DE ARETES P.CIRCONES,,60000,2012-05-18,,,,False,False,1.3,,
 29696,CADENA CON DIJE LAMINADO,,100000,2012-05-18,,,,False,False,2.4,,
 29698,CADENA CON DIJE USADA,,800000,2012-05-18,,,,False,False,14.0,,
 29718,ANILLO PH P.CIRCONES,,80000,2012-05-18,,,,False,False,3.6,,
 29751,CADENA CON 2 DIJES LAMINADOS.ANILLO PEQUE¥O,,100000,2012-05-18,,,,False,False,3.1,,
 29768,ELOJ PD DIMARIO TABLERO BLANCO MANILLA METALICA.MICA RAYADA,,30000,2012-05-18,2013-12-21,30000,20000,True,False,0.0,,
 29793,NAVAJA VICTORINOX (PEQUE¥A) USADA,,20000,2012-05-18,,,,False,False,0.0,,
 29797,CADENA CON DIJE (CRISTO),,220000,2012-05-18,,,,False,False,5.1,,
 29814,ANILLO PD.P.VERDES USADO,,170000,2012-05-18,,,,False,False,2.8,,
 29837,TELEVISOR SAMSUNG MD-LS19CFNKF N-30183 CONTROL.CABLES USADO,,150000,2012-05-18,,,,False,False,0.0,,
 29858,CAMARA DIGITAL CANON DE 12.2MP.MEMORIA 4GB.BATERIA CARGADOR CABLES.CAJA USADA,,100000,2012-05-18,2012-06-05,100000,50000,True,False,0.0,,
 29900,ARGOLLA (ANDRES),,40000,2012-05-18,,,,False,False,2.9,,
 29919,CADENA CON DIJE (CRISTO),,800000,2012-05-18,,,,False,False,15.4,,
 29921,PULSERA SOLA (OSCAR) USADA,,1500000,2012-05-18,,,,False,False,23.7,,
 29927,CADENA SOLA,,200000,2012-05-18,,,,False,False,7.8,,
 29951,CADENA SOLA,,600000,2012-05-18,,,,False,False,8.9,,
 29955,ANILLO PD.P.CIRCONES (TRES OROS),,500000,2012-05-18,,,,False,False,8.2,,
 29969,CAMARA DIGITAL SONY DE 7.2MP.MEMORIA DE 4GB.USADA RAYADA,,30000,2012-05-18,,,,False,False,0.0,,
 29977,CUATRO ANILLOS PD.DIJES 5.UN PAR DE ARETES P.CIRCONES,,950000,2012-05-18,,,,False,False,17.2,,
 30013,ANILLO PD.P.BLANCAS (EN TRES OROS),,200000,2012-05-18,,,,False,False,6.8,,
 30025,RELOJ PH CASIO TABLERO GRIS MANILLA METALICA RAYADO,,25000,2012-05-18,2012-06-12,25000,15000,True,False,0.0,,
 30030,RELOJ PH CITIZEN TABLERO BLANCO.MICA RAYADA USADO,,30000,2012-05-18,2012-07-07,30000,10000,True,False,0.0,,
 30037,ANILLLO PD.P.NEGRA.USADO,,80000,2012-05-18,,,,False,False,1.9,,
 30038,ANILLO PD.FALTA PIEDRA ORO BAJO,,60000,2012-05-18,,,,False,False,2.0,,
 30046,CADENA CON 2 DIJES.FALTA PIEDRA.USADOS,,80000,2012-05-18,,,,False,False,2.0,,
 30058,ANILLO PD.P.CIRCON,,40000,2012-05-18,,,,False,False,1.1,,
 30059,ANILLO PD.P.CIRCON,,40000,2012-05-18,,,,False,False,1.8,,
 30064,RELOJ PH ADIDAS TABLERO BLANCO MICA RAYADA.MANILLA METALICA USADO,,50000,2012-05-18,,,,False,False,0.0,,
 30081,TALADRO BOSCH MD-GSB13RE N-990 SIN LLAVE.SIN MANGO USADO,,110000,2012-05-18,2012-06-02,110000,20000,True,False,0.0,,
 30083,CADENA.PULSERA.DOS ANILLOS PD.P.CIRCON.,,320000,2012-05-18,,,,False,False,5.6,,
 30089,CADENA CON DIJE P.VERDE (CRUZ),,300000,2012-05-18,,,,False,False,4.7,,
 30117,RELOJ PH CAT TABLERO NEGRO.MANILLA METALICA USADO,,100000,2012-08-14,2012-09-13,100000,30000,True,False,0.0,,
 30135,RELOJ PD TABLERO NEGRO MANILLA METALICA USADO,,50000,2012-08-14,,,,False,False,0.0,,
 30149,CADENA CON DIJE PLATA,,25000,2012-08-14,,,,False,False,16.8,,
 30159,RELOJ PD BULOVA TABLERO BLANCO.MANILLA METALICA USADO,,30000,2012-08-14,,,,False,False,0.0,,
 30178,ANILLO PH.P.VARIAS USADO,,450000,2012-08-14,,,,False,False,7.9,,
 30181,DVD LG MD-DK141 N-7098 CONTROL CABLE USADO,,20000,2012-08-14,,,,False,False,0.0,,
